question_id,question,opa,opb,opc,opd,ans
7885,In wound injury sequence of appearance of cells is -,Macrophage --> Platelet --> Neutrophils --> Fibroblast,Neutrophils --> Macrophages -4 Platelet -4 Fibroblast,Platelet -4 Neutrophils --> Macrophages --> Fibroblast,Platelet -4 Macrophages --> Neutrophils --> Fibroblast,2
6933,Ratio of fat cells and RBC in bone marrow ?,4:01,1:01,1:02,2:01,0
6250,"In acute inflammation, Late-appearing sunburn is an example of",Delayed transient increase in permeability,Early transient increase in permeability,Delayed prolonged increase in permeability,Early permanent increase in permeability,2
5527,Caspases contain which of the following amino acids in their active site?,Cysteine,Cystine,Methionine,Taurine,0
749,Most common site of squamous cell carcinoma:,Floor of the mouth,Tongue,Buccal mucosa,Lip,1
70,"A full term neonate rapidly develops progressive respiratory distress shortly after birth, lung biopsy done post-mortem reveals the following, what is your diagnosis?",Pulmonary hemorrhage,Pulmonary alveolar proteinosis,Pneumonia,Pulmonary edema,1
1284,Centrilobular necrosis in the liver is due to -a) Halothaneb) Chronic venous congestionc) Yellow feverd) Hemorrhagic shock,acd,bcd,abd,ab,2
8021,Steroids hormones exe their effects by binding to,Cell surface receptors,G proteins,Transcription factors,Cyclic adenosine monophophate (AMP),2
6377,Disease which may present with proteinuria:-,Aeriitis,Polycystic kidney disease,Pyelonephritis,Glomerulonephritis,3
8115,Which of the following trace element deficiency leads to abnormal collagen cross-linking?,Zinc,Flouride,Selenium,Copper,3
5693,Kary otyping is done in which phase of cell cycle-,Anaphase,Metaphase,Telophase,S phase,1
8248,Peripheral Smear showing the arrows is diagnostic of,Hemolytic anaemia,Macrothrombocytopenia with large platelets,Megaloblastic anemia,Pernicious anemia,2
6664,In children commonest organ involved in nocardiosis is,Lungs,Brain,Skin,Renal,0
8563,"Histologic examination of the lesion in stomach reveal fat-laden cells, likely cause is ?",Lymphoma,Postgastrectomy,Signet-cell carcinoma stomach,Atrophic gastritis,3
3930,Most common tumour of infancy is -,Lymphangioma,Rhabdomyoma,Haemangioma,Lipoma,2
8083,Skin cancers develop due to sunlight exposure induced by,UVA rays,UVD rays,UVC rays,UVB rays,3
1206,MEN syndrome is associated with increase in ?,Papillary ca of thyroid,Medullary,Follicular,Anaplastic,1
8561,Which of the following organs is not involved in autoimmune polyendocrine syndrome 2,Parathyroid,Thyroid,Adrenal,Pancreas,0
4836,Most abundant fibrillary collagen in basement membrane is?,Type 1,Type 2,Type 3,Type 4,3
1710,In herpes primary lesion is,ulcer,papule,vesicle,Bullae,2
50,"Extreme fragility and fracture of the bones, blue sclera, brownish or yellow teeth with translucent or opalescent hue. Given features are suggestive of:",Rickets,Osteogenesis imperfecta,Osteopetrosis,Marfan syndrome,1
4572,Visceral leishmaniasis causes -,Membranous glomerulonephritis,Mesangio-poliferative glomerulonephritis,Focal segmental glomerulonephritis,Rapidly progressive glomerulonephritis,1
8574,Old age pigment is?,Hemosiderin,Melanin,Lipofuscin,Bilirubin,2
4868,Which of the following organelle plays a pivotal role in apoptotic pathways?,Endoplasmic reticulum,Golgi complex,Mitochondria,Nucleus,2
4610,Ratio of fat cells and blood cells in bone marrow is -,1:04,1:02,1:01,2:01,2
4321,Progressive transformation of germinal centers (PTGC) is a precursor lesion of -,"Hodgkins lymphoma, nodular sclerosis","Hodgkins lymphoma, mixed cellularity","Hodgkins lymphoma, lymphocytic predominant",Peripheral T cell lymphoma,2
6656,"Following injury to a blood vessel, immediate haemostasis is achieved by",Fibrin deposition,Vasoconstriction,Platelet adhesion,Thrombosis,1
4217,Tumour arising from crown of unerupted tooth is?,Periapical cyst,Odontogenic keratocyst,Dentigerous cyst,Ameloblastoma,2
3356,"Deficinecy of enzyme hexosaminidase, subunit causes -",Tay - Sach's disease,Hurler's syndrome,Fabry disease,Pompe disease,0
7003,In glomerulus subendothelial deposits are seen in ?,Good pasture syndrome,IgA nephropathy,MPGN type I,MPGN type II,2
4657,The etiology of amyloidosis is -,Automimmune,T-cell mediated,B cell mediated,Unknown,3
8345,Which of the following is not a type of langerhans cell histiocytosis?,Hand Schuller Christian disease,Eosinophilic granuloma,Letter-siwe syndrome,Tones syndrome,3
4288,Vasodilatation secondary to trauma is mediated by?,Histamine,IL-2,TGF-b,FGF,0
3493,Which of the following inflammatory mediator doesn't cause fever: March 2011,Nitric oxide,Prostaglandin,IL-1,TNF-alpha,0
350,"A patient with microcytic hypochromic anemia. Hb9%, serum iron-20 micro/di, ferritin level-800mg/ ml, transferrin percentage saturation-64. What is possible diagnosis?",Atransferrinemia,Iron deficiency anemia,DMT 1 mutation,Hemochromatosis,0
343,Which of the following is a pan-T lymphocyte marker?,CD 2,CD 3,CD 19,CD 25,1
1156,"Autoantibodies Ani Ro and Anti La are completely absent
in",Systemic Lupus erythematosus,Sjogren's syndrome,Diffuse Scleroderma,Rheumatoid arthritis,3
1957,"A 20-year-old man presents with severe right lower quadrant abdominal pain, nausea, and anorexia. He states that the abdominal pain staed around his umbilicus and has now migrated to the right lower quadrant of his abdomen. Physical examination reveals exquisite tenderness at McBurney's point . This patient is diagnosed with acute appendicitis. Which of the following is the treatment for this condition?","Antibiotics only, because the appendix is crucial for survival","Surgical resection of the appendix, because appendicitis can lead to appendiceal cancer","Surgical resection of the appendix, because appendicitis can lead to perforation or abscess","""Watch-and-wait"" approach over days to see if inflammation subsides",2
1514,"In Myasthenia gravis, antibodies are present against -",Muscarinic receptor proteins,Nicotinic receptor proteins,Protein actin,Protein myosin,1
4734,"In acute myeloid leukemia, Auer rods are numerous in:September 2009",M2,M3,M4,M5,1
2784,"""Flask shaped"" ulcers in intestine are seen in:",Typhoid,Intestinal tuberculosis,Amoebic infection,Malignancy,2
1468,The primary function of Toll like Receptors is?,Vasodilation,Activation of Immune System,Regulation of Calcium channel,Second Messenger,1
1973,The commonest mode of inheritance of Von Willebrand's diasease -,Codominant,Autosomal recessive,Autosomal dominant,X linked recessive,2
3959,Which of the following tumor is associated with BRAF mutation?,Adenocarcinoma Colon,Medullary thyroid carcinoma,Hodgkin's lymphoma,Hepatocellular carcinoma,0
8936,"In Alzheimer's disease, plaque is made up of -",Tau protein,Beta amyloid,Huntington,Alpha synnuclein,1
5774,"Narrow, high arches palate, prolonged retention of decidous teeth and failure in the eruption of permanent teeth are characteristic of:",Cherubim.,Cleidocranial dysplasia.,Paget's disease.,Marfan syndrome.,1
179,Increased permeability in acute inflammation is due to,Histamine,IL-2,TGF-p,FGF,0
688,Aplastic crisis in sickle cell anemia as compared to haemolytic crisis leads to,Increased blood volume,Total leucocyte count decreased,Decrease in reticulocytes,Same findings,2
7729,Interleukin secreted by Th1 cells include?,IL-2,IL-4,IL-10,IL-13,0
895,"A 48 year old woman was admitted with a history of weakness for two months. On examination, cervical lymph nodes were found enlarged and spleen was palpable 2 cm below the costal margin. Her hemoglobin was 10.5 g/dl, platelet count 2.7 X 1091L and total leukocyte count 40 X 109/ L, which included 80% mature lymphoid cells with coarse clumped chromatin. Bone marrow revealed a nodular lymphoid infiltrate. The peripheral blood lymphoid cells were positive for CD 19, CD5, CD20 and CD23 and were negative for CD 79 B and FMC-7.The histopathological examination of the lymph node in this patient will most likely exhibit effacement of lymph node arachitecture by -",A pseudofollicular pattern with proliferation centers,A monomorphic lymphoid proliferation with a nodular pattern,A predominantly follicular pattern,A diffuse proliferation of medium to large lymphoid cells with high mitotic rate,3
6717,Enamel Hypo-calcification and hypo-muturation of tooth is seen in,Osteogenesis imperfecta,Dentinogenesis imperfecta,Trichodento-osseus syndrome,Turner tooth,2
1255,The most striking haematological finding in agranulocytosis is,Decreased absolute neutrophil count,Increased absolute easinophil count,Decreased absolute hasophil count,Increased absolute monocyte count,0
7060,Which among the following is marker of carcinoma?,Cytokeratin,Vimentin,Calretinin,CD 45,0
1437,Which of the following markers indicates an increased risk of recurrent carcinoma breast?,CA 125,CA 19-9,CA 27-29,PSA,2
4358,Aganglionic segment is encountered in which pa of colon in case of Hirschsprung disease ?,Distal to dilated segment,In Whole colon,Proximal to dilated segment,In the dilated segment,0
8245,MHC III codes for,TNF alpha,IL 1,HLA A,HLAB,0
8893,Tigered effect in myocardium is due to -,Malignant change,Fat deposition,Seen in rheumatic fever,Associated with myocarditis,1
383,"A six year old child patient has blue-dome shaped swelling in posterior mandibular region, what will be the treatment plan?",Reassure the patient without any treatment,Excise the Lesion,Marsupialization,Surgical Excision,0
2894,"In apoptosis, Apaf-1 is activated by release of which of the following substances from the mitochondria ?",Bel - 2,Bax,Bcl - XL,Cytochrome C,3
8716,Ectopic rest of tissue is known as,Choristoma,Hamaoma,Pseudo tumour,Lymphoma,0
7585,Which of the following growth alteration is an example of hyperplasia rather than metaplasia?,Increased gobbler cells in the mainstem bronchus of a smoker,Squamous epithelium in the bladder of a patient with Schistosoma haematobium,Distal esophagus with glandular epithelium intermixed with squamous epithelium,Goblet and Paneth cells in the glands of the gastric mucosa,0
7843,"A patient has the following findings -splenomegaly,low RBC count, normal WBC and platelet count and peripheral blood smear shows target cells. Repeated BM aspiration is unsuccessful. The probable diagnosis is -",Thalassemia,Chronic myeloid leukemia,Iron deficiency anaemia,Myelofibrosis,3
8522,No change of genetic material occurs in which of the following cytogenetic abnormalities?,Deletion,Inseion,Translocation,Inversion,3
1086,Which of the following is associated with antiglomerular basement membrane antibody ?,IgA nephropathy,Membranous glomerulonephritis,Goodpasture's syndrome,Membrano-proliferative glomerulonephritis,2
2162,Fatty liver with Hepatomegaly is seen in:-,Marasmus,Metabolic syndrome,Wilson disease,Nutmeg liver,1
1308,Drug induced lupus antibodies are-,Anti-Rho,Ds-DNA,Anti-Sm,Anti-histone antibody,3
8798,"Which of the following diseases of the skin is the most
likely to be associated with partial anodontia?",erythema multiformae,hereditary ectodermal dysplasia,keratosis follicularits,lichen Onus,1
6357,Clear cell variety of Renal cell carcinoma is related to gene located on chromosome -,3,X,22,20,0
8210,Pseudobronchiectasis is seen in,Lung abscess,Atelectasis,Bronchopneumonia,Emphysema,1
3017,Multiple myeloma most common pa involved is?,Bone marrow,Coex of bone,Metaphyses,Epiphyses,0
7180,"A 75-year-old woman presents with a pruritic vulvar lesion. Physical examination reveals an irregular white, rough area involving her vulva. If this area of leukoplakia is due to lichen sclerosis, then biopsies from this area will most likely reveal",Atrophy of epidermis with dermal fibrosis,Epidermal atypia with dysplasia,Epithelial hyperplasia and hyperkeratosis,Individual malignant cells invading the epidermis,0
3583,"Patients has G6PD deficiency often have an increased susceptibility to infection, which in turn may precipitate a hemolytic episode. What is the most likely underlying mechanism for the increased risk of infection?",Decreased amount of glutathione in the white blood cells,Decreased amount of reduced nicotinamide adenine dinucleotide phosphate (NADPH) in the white blood cells,Defective phagocytosis,Deficiency of myeloperoxidase,1
8440,Most common cause of Downs syndrome is -,Maternal nondisjunction,Paternal nondisjunction,Translocation,Mosaicism,0
4295,Histopathology showing large cells with plant like apperance with perinuclear halo is seen in which type of renal cell carcinoma ?,Onchocytoma,Granular cell carcinoma,Angiosarcoma,Chromophobic,3
4065,Epiphyseal enlargement is seen in:,Rickets,Ankylosing spondylitis,Spondo-epiphyseal dysplasia,Juvenile rheumatoid ahritis,3
730,Premature exfoliation of deciduous teeth is seen in,Hypophosphatasia,Hypophosphaterria,Hyper phosphtasia,Hyperparathryroidism,0
6074,"A patient with microcytic hypocromic anemia. Hb-9% serum iron-20micro/dl,ferritin-64.What is possible diagnosis?",Atransferrinemia,Iron deficiensy anemia,DMT 1 mutation,Hemochromatosis,0
6077,Which of the following is a cause of extravascular hemolysis -,Falciparum malaria,Sickle cell disease,Mismatched blood transfusion,Microthrombi in circulation,1
8868,In a middle-aged man the radiograph shows 'cotton- wool' appearance and blood investigation reveal an elevated alkaline phosphatase Levels. The tentative diagnosis is,Paget's disease,Cherubism,Fibrous dysplasia,Osteogenesis imperfecta,0
4825,"A 48-year-old woman has developed persistent swelling and puffiness in the left arm after a mastectomy with axillary node dissection for breast cancer 1 year ago. She developed cellulitis in the left arm 3 months ago. Physical examination shows firm skin over the left arm and ""doughy"" underlying soft tissue. The arm is not painful or discolored. Which of the following terms best describes these findings?",Lymphedema,Subclavian arterial thrombosis,Thrombophlebitis,Tumor embolization,0
2028,Radiation is most commonly associated with which of the following cancer ?,Leukemia,Lymphoma,Lung carcinoma,Osteoblastoma,0
2367,Which bone pathology does patients with Maffucci syndrome and olliers disease present with?,Osteochondroma,Enchondromas,Ewings sarcoma,Osteosarcoma,1
3415,Inheritance pattern of Hemophillia is?,Autosomal dominant,Autosomal recessive,X linked Recessive,X linked dominant,2
503,The most common cause of SVC syndrome is -,Thrombosis,Extrinsic compression,Mediastinal lymphoma,Teratoma,1
6921,Epithelial Tumour of Stomach is,GIST,Carcinoid tumour,Sarcoma,Granular cell tumour,1
5325,Which of the following will be detected in flow cytometry?,Polycythemia,Thrombocytosis,Leukocytosis,Neutrophilia,2
2927,"A 73-year-old woman has had episodes of chest pain during the past week. She is afebrile. Her pulse is 80/min, respirations are 16/min, and blood pressure is 110/70 mm Hg. On auscultation of the chest, heart sounds seem distant, but the lung fields are clear. Neck veins are distended to the angle of the jaw, even while sitting. There is a darkly pigmented, irregular, 1.2-cm skin lesion on the right shoulder. A chest radiograph shows prominent borders on the left and right sides of the heart. Pericardiocentesis yields bloody fluid. Laboratory findings include a serum troponin I level of 0.3 ng/mL. Which of the following lesions is the most likely cause of these findings?",Calcific aortic stenosis,Coronary atherosclerosis,Epicardial metastases,Mitral valvulitis,2
4381,A female patient presented with a firm mass of 2 x 2 cmsin the upper outer quadrant of the breast. She gives afamily history of ovarian carcinoma. The investigationthat needs to be done to assess for mutation is :,p53,BRCA-2,Her 2/Neu gene,C-myc gene,1
2018,Most common fixative used in electron microscopy -,Glutaraldehyde,Formalin,Picric acid,Absolute alcohol,1
3928,"""Biphasic pattern"" on histology is seen in which tumor-",Rhabdomyosarcoma,Synol cell sarcoma,Osteosarcoma,Neurofibroma,1
6591,Which is the cause of hemolysis in G6-PD deficiency?,Hemoglobin defect,Oxidative stress,Membrane defect,Vitamin B12 deficiency,1
21,BRCA1 gene is located on which chromosome?,Chromosome 13,Chromosome 19,Chromosome 21,Chromosome 17,3
5805,Bone infarcts are seen in:,Iron deficiency anemia,Thalassemia,Sickle cell anemia,Hereditary spherocytosis,2
2323,Decrease in osmotic fragility cause hemolysis in,Thalassemia,β-Thalassemia,Sickle cell anemia,Methemoglobinemia,1
7238,Which of the following is not antioxidant?,Superoxide dismutase,Catalase,Coagulase,Glutathione peroxidase,2
3096,Which is risk factor for cholangiocarcinoma -,Obesity,Primary sclerosing cholangitis,Salmonella carrier state,HBV infection,1
7379,Wilson disease is due to accumulation of: September 2005,Copper,Iron,Zinc,Nickel,0
2729,"A 40 year old female patient presents with excessive bleeding and drowsiness due to a road traffic accident 5 hours ago. General physical examination reveals:
Blood pressure – 80/60 mmHg
Jugular venous pressure – Low
Pulsus paradoxus – Present
Cardiac output – Increased
The patient is in which type of shock?",Neurogenic,Obstructive,Distributive,Hypovolemic,2
8679,Feature of shock lung is:,Diffuse alveolar damage,Usual interstitial pneumonitis,Organizing pneumonia,Bronchilolitis,0
3634,In which of the following conditions are the Aschoff bodies observed?,Acute myelogenous leukemia,Pheochromocytoma,Osteopetrosis,Rheumatic fever,3
4920,Karyotyping is useful in diagnosis of-,Autosomal recessive disorders,X-linked recessive disorders,Chromosomal abnormalities,Biochemical abnormalities,2
3894,Proliferating breast mass is -,Duct ectasia,Fibroadenoma,Adenosis,Papilloma,3
7001,Collagen affected in Osteogenesislmperfecta,Type I,Type II,Type III,Type IV,0
448,SLE is which type of hypersensitivity reaction:March 2005,Type I hypersensitivity,Type II hypersensitivity,Type II hypersensitivity,Type IV hypersensitivity,2
3679,Whiff test is useful in thediagnosis,Trichomonas,Bacterial vaginosis,Candida,PID,1
4010,ANCA positive vasculitis is,Churg-strauss syndrome,Polyaeritis nodosa,Wegener granulomatosis,1 & 3,3
4542,Hyaline membrane in the lung is seen in ?,Respiory distress syndrome,Pulmonary edema,Pneumococcal Pneumonia,Acute viral hepatitis,0
2233,Necrotising aerioritis with fibrinoid necrosis is characteristic of,Immediate hypersensitivity,Cell mediated immunity,Ag-Ab complex mediated,Cytotoxic mediated,2
4437,Biopsy of a long bone was taken and the histology is shown below. Which of the following is the likely diagnosis?,Osteoporosis,Osteosclerosis,Osteomalacia,Paget's disease,3
235,"A 6-years-old child belonging to Punjabi family with past history of blood transfusions presented with hemoglobin 3.5 g/dl, MCV - 30 fl, MCHC - 20. Peripheral smear findings of microcytic hypochromic anemia with target cell and reduced osmotic fragility. What is the he probable diagnosis of patient?",Alpha thalassemia major,Beta thalassemia major,Sickle cell anemia,G6PD deficiency,1
8764,BCL-2 is the marker for-,Follicular lymphoma,Mycosis fungoides,B-Cell lymphoma,Mantle cell lymphoma,0
4647,HLA - B27 is associated with -,Ankylosing spondylitis,Rheumatoid arthritis,Chronic active hepatitis,Diabetes,0
637,Which of the following is associated with primary hepatic malignancy: March 2010,Cadmium,Vinyl chloride,Chromium compounds,Asbestos,1
320,Lipid in tissue is detected by,Oil Red 0,Muciramine,PAS,Myeloperoxidase,0
3086,"A 5-year-boy has developed features that suggest puberty over the past 6 months. On physical examination, the boy has secondary sex characteristics, including pubic hair and enlargement of the penis. Which of the following morphologic features is most likely to be seen in his adrenal glands?",Cortical atrophy,Cortical hyperplasia,Cortical nodule,Medullary atrophy,1
133,Hypersegmented neu trop h ills are seen in?,Microcytic hypochronic anemia,Sideroblastic anemia,Megaloblastic anemia,Hemolytic anemia,2
2434,Stain for detecting early cancer in the oral and pharyngeal cavity is,Silver nitrate,Toluidine blue,Congo red,Zinc chloride,1
4848,Nut meg liver occurs in,Jaundice,Chronic venous congestion,Cirrhosis,Hepatocellular carcinoma,1
7344,The clot formed after coagulation cascade is not stable unless extensive cross linking occurs. This is done by -,Plasmin,Factor XIII,Thrombin,High molecular weight kininogen,1
2815,A 17-year-old boy presented with TLC of 138 x 109/ L with 80% blasts on the peripheral smear. Chest X-ray demosnstrated a large mediastinal mass. Immunophenotyping of this patient&;s blasts would most likely demonstrate -,No surface antigens (null phenotype),An immature T cell phenotype (Tdt/D34/CD7 positive),"Myeloid markers, such as CD 13, CD33 and CD 15","B cell markers, such as CD 19, CD20 and CD22",1
7375,Mantoux test is based on which hypersensitivity-,Typel,Type 2,Type 3,Type 4,3
6773,Which of the following is the least likely cause of necrotizing papillitis of kidney?,Sickle cell disease,Tuberculous pyelonephritis,Diabetes mellitus,Analgesic nephropathy,1
3807,How long can blood be stored with CPD-A ?,21 days,28 days,35 days,42 days,2
8475,"A 50-year-old man Shahid K. John has had increasing dyspnea for the past 3 years with associated occasional cough but little sputum production. Auscultation reveals that his lungs are hyper-resonant and is associated with expiratory wheeze. Pulmonary function tests reveal increased total lung capacity (TLC) and slightly increased FVC. There is decreased FEV1 and FEV1/FVC ratio also. ABG analysis reveals pH of 7.35, pO2 of 60 mm Hg and pCO2 of 48 mm Hg. What is the most likely diagnosis?",Centriacinar emphysema,Sarcoidosis,Diffuse alveolar damage,Chronic pulmonary embolism,0
1512,Karyotype of klienfelter syndrome is?,47XXY,45XO,46XXY,45XXX,0
7873,In hereditary spherocytosis mutation not seen is?,Ankyrin,Spectrin,Band-3,Na+ Cl-. channel protein,3
2254,Oil red O staining is used for -,Frozen section,Glutaraldehyde fixed specimen,Alcohol fixed specimen,Formalin fixed specimen,0
5201,Pleural mesothelioma is associated with,Asbestosis,Berylliosis,Silicosis,Beryliosis,0
1225,Exudative retinal detachment is seen in?,High myopia,Pre eclampsia,Chorioretinal degeneration,Penetrating injuries to the eye,1
6043,LMP-1 gene plays a role in oncogenesis induced by:,Human T cell leukemia virus type I,Hepatitis B virus,Epstein-Barr virus,Human papilloma virus,2
3230,Intravascular heamolysis occurs in,Hereditory spherocytosis,Antoimmune haemolytic anemia,Paroxysmal nocturnal hemoglobinuria,Thalassemia,2
4707,Down's syndrome is:,Trisomy 21,Trisomy 18,Trisomy 13,"45,X",0
6363,In Chronic Hepatitis B (HBV) infection presence of HBeAg (Hepatitis B e antigen) suggests which of the following?,Ongoing viral replication,Resolving infection,Development of cirrhosis,Development of Hepatoma,0
8905,"A 50-year-old woman presents with a painless soft tissue mass in her right thigh. Upon surgical excision, the surgeon notices that the tumor is adherent to the surrounding tissues. Histologic analysis reveals a neoplasm composed of pleomorphic clear cells, with vacuolated cytoplasm. The nucleus of many cells is indented by the cytoplasmic vacuoles, which are stained by histochemical methods for lipids. Which of the following is the most likely diagnosis?",Chondrosarcoma,Lipoma,Liposarcoma,Metastatic adenocarcinoma,2
4677,The following condition is treated with,Systemic antifungal therapy,Systemic antiviral therapy,Systemic corticosteroids,Systemic antibiotics,2
2387,Ringed Sideroblasts are seen in -,Iron deficiency anemia,Myelodysplastic syndrone,Thalassemia,Anemia of chronic disease,1
5806,Most common site of glomus tumor is -,Under fingernails,Under toenails,Neck,Axilla,0
4385,Pathological change in brain in cerebral malaria is -,Cerebral edema,Microvascular occlusion,ICT,Space occupying lesion,1
861,Mutation in COL4A5 chain is related to -,Alpo's syndrome,Good Pasture's syndrome,Hereditary Non-poplyposis colon cancer,Keroderma pigmentosum,0
4197,Which of the following oncogenes is a growth factor?,fos,myc,jun,sis,3
5313,Sideroblastic anemia is caused due to:,Mercury,Lead,Arsenic,Iron,3
5189,"In hereditary spherocytosis mutation, not seen is?",Ankyrin,Spectrin,Band-3,Na+  Cl- channel protein,3
3093,Which of the following is seen on electron microscopy of medullary thyroid carcinoma specimens?,Presence of electron-dense granules in the nucleus,Presence of electron-dense granules in the mitochondria,Presence of electron-dense granules in the endoplasmic reticulum,Presence of electron-dense granules in the cytoplasm,3
3919,Sickle cell anemia is characterized by: September 2010,Microcytosis,Macrocytosis,Splenomegaly,Autosplenectomy,3
1316,which is not a granulomatous diseae,Leprosy,TB,Sarcoidosis,Amebiasis,3
8810,What is the histological appearance of brain in Creutzfeldt-Jakob disease -,Neuronophagia,Spongiform change in brain,Microabscesses,Demyelination,1
1566,Cleft tongue and clefting of mandibular alveolar process seen in:,Median cleft face syndrome.,Oro facial digital syndrome.,Vander woudes syndrome.,Ascher syndrome.,1
8062,A 32-year-old woman with diabetes mellitus delivers a child after 38 weeks of gestation. Which of the following is the most likely abnormality that might be encountered in this child at bih?,Cataracts,Hyperbilirubinemia,Hypoglycemia,Low bih weight,2
1911,Peroneus brevis is inseed into,Base of I metatarsal,Base of V metatarsal,Base of proximal phalanx of big toe,Lateral cuneiform bone,1
4209,The biphasic pattern on histology is seen in which tumor-,Rhabdomyosarcoma,Synovial cell sarcoma,Osteosarcoma,Neurofibroma,1
6124,Bilateral Renal cell carcimoma is seen in,Eagle Barett's syndrome,Beckwith Weideman syndrome,Von Hippel Lindau disease,Bilateral Angiomyolipoma,2
3313,Phagocytosis is the function of?,Astrocytes,Oligodendrocytes,Microglia,Schawan cells,2
4630,Most common paranasal sinus affected by Osteoma:,Frontal sinus,Ethmoid sinus,Maxillary sinus,Sphenoidal sinus,0
386,"In chronic inflammation confined to poal tract with intact limiting membrane and normal lobular parenchyma, the histoapathological diagnosis would be -",Active hepatitis,Chronic active hepatitis,Chronic persistent hepatitis,Acoholic heaptitis,2
7072,MC tumors of kidney in children?,Wilms tumor,Neuroblastoma,PCKD,Angioliposarcoma,0
1049,Angelic look refers to:,SLE,Cherubim.,Hurler syndrome.,Cushing syndrome.,1
5984,Most severe form of hereditary spherocytosis is caused by the mutation of -,Ankyrin,Alpha spectrin,Beta spectrin,Band 3,1
5957,Which of the following is the most common cause of insulin resistance?,Obesity,Post receptor defects,Liver dysfunction,Pancreatic dysfunction,0
5680,Causative organism in acute bacterial endocarditis is -,Staphylococcus aureus,Streptococcus viridans,Pneumococcus,Streptococcus pyogenes,0
846,"A patient with Hb level 6 gms/dl, TLC-3500 and platelet count 50,000. The most probable diagnosis is\",Leukemia,Multiple myeloma,Aplastic anemia,Megaloblastic anemia,2
7559,Characteristic CVS lesion in syphilis is -,Aneurysm of arch of aorta,AR,Aortic ring dilatation,AS,2
5398,"A 59-year-old man complains of progressive weakness. He reports that his stools are very dark. Physical examination demonstrates fullness in the right lower quadrant. Laboratory studies show iron deficiency anemia, with a serum hemoglobin level of 7.4 g/dL. Stool specimens are positive for occult blood. Colonoscopy discloses an ulcerating lesion of the cecum. Laboratory studies of the surgical specimen obtained from the patient demonstrate hypermethylation of the p53 gene. Which of the following best characterizes this biochemical change in the neoplastic cells?",Epigenetic modification,Gene amplification,Insertional mutagenesis,Nonreciprocal translocation,0
7355,Which is the most common cause of acute gastroenteritis?,Norovirus,Rotavirus,Salmonella,E.coli,0
2491,Red infarct is seen in,Lungs,Spleen,Kidney,Heart,0
4162,Commonest cause of Cerebral Infarction is:,Aerial thrombosis,Aeritis,Venous thrombosis,Lymphangitis,0
1432,Most common cause of cervical neoplasia is,HPV 6,HPV 11,HPV 16,HPV36,2
8672,Adult Polycystic kidney disease is inherited by,Autosomal dominant,Autosomal recessive,X linked,Mitochondrial,0
4550,Which of the following is benign in nature,Lymphoma,Lymphangioma,Melanoma,leukemia,1
8465,CD marker specific for myeloid series-,CD34 b,CD45,CD99,CD117,2
4448,RET gene mutation is seen in which malignancy -,Pheochromocytoma,Medullary carcinoma thyroid,Lymphoma,Renal cell carcinoma,1
6576,IL-6 is persistently raised in?-,Kawasaki disease,Viral encephalitis,HIV encephalitis,Behcet's disease,3
2071,Which gene is mutated in Cowden syndrome?,SMAD 2,PTCH,PTEN,APC,2
456,Fixative used for bone histopathology is?-,10% formalin,Normal saline,Rectified spirit,Nothing,0
4606,Which worm causes myocarditis,Trichuris,Trichinella,Enterobius,Strongyloides,1
5441,Rate of newly synthesized osteoid minerlisation can be best estimated by:,Von Kossa Stain,Alizarin red stain,Reticulin stain,Tetracycline labelling,3
8650,Karyotyping is done in which phase of cell cycle?,Anaphase,Metaphase,Telophase,S phase,1
2022,Most common type of malignancy of stomach is:September 2007,Adenocarcinoma,Squamous carcinoma,Anaplastic carcinoma,Lymphoma,0
2880,Cytogenetics for synol cell sarcoma is,t(X:18),"t(17,9)","t(9,22)","t(11,14)",0
7125,Emperipolesis is typical histological finding in,Alcoholic hepatitis,Auto immune hepatitis,Viral hepatitis,Drug induced hepatitis,1
8610,Diagnostic criteria of CML are -,Auer rods,Basophilia,LAP score,Chromosomal abnormality seen (t 9:22),3
374,Which of the following vasculitis is ANCA negative,Microscopic polyangitis,Churg straus syndrome,Granulomatosis with polyangitis,Polyarteritis nodosa,3
7641,"In Familial Mediterranean fever, the gene encoding for which of the following protein undergoes mutation?",Pyrin,Perforin,Transthyretin,Immunoglobulin light chain,0
524,Tigered effect in myocardium is due to ?,Malignant change,Fat deposition,Seen in rheumatic fever,Associated with myocarditis,1
1986,"A 70-year-old man presents with fatigue, weight loss, abdominal pain, and ove blood in the stools. A complete blood count reveals anemia with hemoglobin of 10 g/dL. A colonoscopy and subsequent colonic biopsy reveal adenocarcinoma. Which of the following is the most likely predisposing lesion/disorder that lead to this malignancy?",Tubular adenoma,FAP syndrome,Hyperplastic polyp,HNPCC syndrome,0
3064,Jumping genes take part in:,Gene regulation,Chromosomal aberrations,Gene movement in a species,Carry out gene amplification,0
4301,Tumor suppressor gene is not involved in -,Breast cancers,Neurofibromatosis,Multiple endocrine neoplasia,Retinoblastoma,2
7188,"A 4-year-old male with mental retardation, self-mutilation, and hyperuricemia is likely to have a deficiency of an enzyme involved in the:",Conversion of homogentisic acid to methylacetoacetate,Degradation of galactocerebroside,Breakdown of branched-chain amino acids,Recycling of guanine and hypoxanthine,3
348,Most common benign tumor of heart in children,Rhabdomyoma,Myxoma,Fibroma,Lipoma,0
